,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ItyFuzz: default detectors=high_confidence dava falsi negativi su questi PoC. Usare -d all. FOUND calcolato da ""Found vulnerabilities!"" / ""[Reentrancy]:"" nel log (non da objectives>0). TTD spesso = 0s perché la detection avviene immediatamente.",,
,,,Tool,Category,Contract,Run,FOUND,TTD_sec,Timebox_sec,BugArtifacts,Notes,,,,
,,,ityfuzz,reentrancy,reentrancy_simple,1,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_simple,2,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,"Nota (ItyFuzz detection/TTD): il tool stampa “Found vulnerabilities!” ma non sempre incrementa objectives: nei log di stato; per questo la rilevazione è fatta cercando l’output testuale della vulnerabilità (e non solo objectives>0). Di conseguenza, TTD_sec può risultare 0 quando il bug viene stampato quasi subito o quando il marker scelto cade nella stessa finestra temporale iniziale.",,
,,,ityfuzz,reentrancy,reentrancy_simple,3,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_simple,4,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_simple,5,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_dao,1,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_dao,2,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_dao,3,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_dao,4,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_dao,5,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_bonus,1,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_bonus,2,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_bonus,3,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_bonus,4,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,reentrancy,reentrancy_bonus,5,1,0,600,0,snapshot-based; detectors=all; objectives-oracle,,,,
,,,ityfuzz,arithmetic,integer_overflow_1,1,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,integer_overflow_1,2,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,integer_overflow_1,3,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,integer_overflow_1,4,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,"“I risultati mostrano che ItyFuzz non rileva vulnerabilità di tipo integer overflow nei contratti analizzati. Tale comportamento è attribuibile all’assenza di un oracle esplicito per overflow silenziosi in Solidity 0.4.x, dove il wrap-around aritmetico non genera revert né crash osservabili. Il fuzzer esplora efficacemente lo spazio degli stati, ma in assenza di una condizione di fallimento esplicita non produce finding, evidenziando un limite strutturale dell’approccio snapshot-based per vulnerabilità puramente semantiche.”",
,,,ityfuzz,arithmetic,integer_overflow_1,5,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,integer_overflow_mul,1,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,integer_overflow_mul,2,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,integer_overflow_mul,3,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,integer_overflow_mul,4,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,integer_overflow_mul,5,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,overflow_single_tx,1,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,overflow_single_tx,2,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,overflow_single_tx,3,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,overflow_single_tx,4,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,arithmetic,overflow_single_tx,5,0,ND,600,0,snapshot-based; detectors=all; no-arithmetic-oracle; silent-wraparound,,,,
,,,ityfuzz,access_control,incorrect_constructor_name1,1,1,1,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner,,,,Access control vulnerabilities show heterogeneous behavior under ItyFuzz.
,,,ityfuzz,access_control,incorrect_constructor_name1,2,1,1,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner,,,,Only vulnerabilities that produce an immediate and explicit runtime anomaly
,,,ityfuzz,access_control,incorrect_constructor_name1,3,1,1,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner,,,,"(e.g., misinterpreted constructor leading to unintended privileged execution)"
,,,ityfuzz,access_control,incorrect_constructor_name1,4,1,0,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner,,,,are detected reliably.
,,,ityfuzz,access_control,incorrect_constructor_name1,5,1,0,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner,,,,
,,,ityfuzz,access_control,unprotected0,1,0,ND,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner; timebox_or_no_bug,,,,
,,,ityfuzz,access_control,unprotected0,2,0,ND,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner; timebox_or_no_bug,,,,"The incorrect constructor name vulnerability is detected consistently, as it results"
,,,ityfuzz,access_control,unprotected0,3,0,ND,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner; timebox_or_no_bug,,,,in an observable misinitialization of contract state that manifests during early execution.
,,,ityfuzz,access_control,unprotected0,4,0,ND,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner; timebox_or_no_bug,,,,This produces a strong runtime signal that is compatible with ItyFuzz’s snapshot-based detection.
,,,ityfuzz,access_control,unprotected0,5,0,ND,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner; timebox_or_no_bug,,,,
,,,ityfuzz,access_control,unprotected0,1,0,ND,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner; timebox_or_no_bug,,,,
,,,ityfuzz,access_control,unprotected0,2,0,ND,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner; timebox_or_no_bug,,,,
,,,ityfuzz,access_control,unprotected0,3,0,ND,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner; timebox_or_no_bug,,,,"Although the contracts are semantically vulnerable, no concrete runtime anomaly"
,,,ityfuzz,access_control,unprotected0,4,0,ND,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner; timebox_or_no_bug,,,,is triggered automatically. Exploitation requires semantic intent
,,,ityfuzz,access_control,unprotected0,5,0,ND,600,0,snapshot-based; detectors=all; found-oracle=found_vuln_banner; timebox_or_no_bug,,,,"(e.g., selecting privileged functions or phishing-specific interaction patterns),"
,,,ityfuzz,control-set,ERC20,1,0,ND,600,,snapshot-based; 0 falsi positivi; ~18M execs,,,,
,,,ityfuzz,control-set,ERC20,2,0,ND,600,,snapshot-based; 0 falsi positivi; ~18M execs,,,,
,,,ityfuzz,control-set,ERC20,3,0,ND,600,,snapshot-based; 0 falsi positivi; ~18M execs,,,,
,,,ityfuzz,control-set,ERC20,4,0,ND,600,,snapshot-based; 0 falsi positivi; ~18M execs,,,,
,,,ityfuzz,control-set,ERC20,5,0,ND,600,,snapshot-based; 0 falsi positivi; ~18M execs,,,,
,,,ityfuzz,control-set,MyVault,1,0,ND,600,,CEI + Global Lock; 0 falsi positivi; >87% coverage.,,,,
,,,ityfuzz,control-set,MyVault,2,0,ND,600,,CEI + Global Lock; 0 falsi positivi; >87% coverage.,,,,
,,,ityfuzz,control-set,MyVault,3,0,ND,600,,CEI + Global Lock; 0 falsi positivi; >87% coverage.,,,,
,,,ityfuzz,control-set,MyVault,4,0,ND,600,,CEI + Global Lock; 0 falsi positivi; >87% coverage.,,,,
,,,ityfuzz,control-set,MyVault,5,0,ND,600,,CEI + Global Lock; 0 falsi positivi; >87% coverage.,,,,
,,,ityfuzz,control-set,GuardTest,1,0,ND,600,,Cross-function protection; 0 falsi positivi.,,,,
,,,ityfuzz,control-set,GuardTest,2,0,ND,600,,Cross-function protection; 0 falsi positivi.,,,,
